2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
2018-11-03 18:23 UTC,UTC -7,USWC - US West Coast,32.72333° / -117.2271°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,368437000,WDG6294,USA [US],Passenger,-,-,23.4m × 6.8m,Flag: USA [US],Stopped
