4 minutes ago (2018-12-16 08:50 (UTC)),2018-12-16 00:50 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-16 08:55 (UTC)),2018-12-16 00:55 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.1kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-16 08:59 (UTC)),2018-12-16 00:59 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-16 09:04 (UTC)),2018-12-16 01:04 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
1 minute ago (2018-12-16 09:13 (UTC)),2018-12-16 01:13 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-16 09:18 (UTC)),2018-12-16 01:18 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 09:22 (UTC)),2018-12-16 01:22 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
1 minute ago (2018-12-16 09:30 (UTC)),2018-12-16 01:30 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,3606 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
 Newer position available via Satellite6 minutes ago (2018-12-16 09:30 (UTC)),2018-12-16 01:30 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,3606 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
1 minute ago (2018-12-16 09:40 (UTC)),2018-12-16 01:40 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 09:43 (UTC)),2018-12-16 01:43 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 09:48 (UTC)),2018-12-16 01:48 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
4 minutes ago (2018-12-16 09:52 (UTC)),2018-12-16 01:52 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
6 minutes ago (2018-12-16 09:56 (UTC)),2018-12-16 01:56 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
6 minutes ago (2018-12-16 10:01 (UTC)),2018-12-16 02:01 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
1 minute ago (2018-12-16 10:11 (UTC)),2018-12-16 02:11 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-16 10:15 (UTC)),2018-12-16 02:15 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-16 10:20 (UTC)),2018-12-16 02:20 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 10:24 (UTC)),2018-12-16 02:24 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 10:29 (UTC)),2018-12-16 02:29 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-16 10:33 (UTC)),2018-12-16 02:33 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
1 minute ago (2018-12-16 10:42 (UTC)),2018-12-16 02:42 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-16 10:47 (UTC)),2018-12-16 02:47 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
7 minutes ago (2018-12-16 10:47 (UTC)),2018-12-16 02:47 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-16 10:56 (UTC)),2018-12-16 02:56 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-16 10:59 (UTC)),2018-12-16 02:59 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-16 11:07 (UTC)),2018-12-16 03:07 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
